condition,skill,skill_repo,skill_stars,skill_body_chars,model,model_id,case,case_kind,trial,pass_substance,pass_strict,protocol_ok,knew_command,bucket,detail,latency_ms,cost_usd,input_tokens,output_tokens,steps,skills_in_scope
A,kepano__defuddle,kepano/obsidian-skills,47444,734,claude-sonnet-5,anthropic/claude-sonnet-5,def-3,use_result,3,true,true,true,false,,used the tool result correctly,4399,0.005738,2654,43,2,1
A,kepano__json-canvas,kepano/obsidian-skills,47444,7358,claude-sonnet-5,anthropic/claude-sonnet-5,canvas-2,abstain,1,true,true,true,false,,abstained and answered correctly,1919,0.008360,4125,11,1,1
A,kepano__json-canvas,kepano/obsidian-skills,47444,7358,claude-sonnet-5,anthropic/claude-sonnet-5,canvas-2,abstain,2,true,true,true,false,,abstained and answered correctly,1964,0.008360,4125,11,1,1
A,kepano__json-canvas,kepano/obsidian-skills,47444,7358,claude-sonnet-5,anthropic/claude-sonnet-5,canvas-2,abstain,3,true,true,true,false,,abstained and answered correctly,1965,0.008360,4125,11,1,1
A,kepano__json-canvas,kepano/obsidian-skills,47444,7358,claude-sonnet-5,anthropic/claude-sonnet-5,canvas-1,invoke,1,true,true,true,false,,called write_file with matching args,4435,0.017902,8346,121,2,1
A,kepano__json-canvas,kepano/obsidian-skills,47444,7358,claude-sonnet-5,anthropic/claude-sonnet-5,canvas-1,invoke,2,true,true,true,false,,called write_file with matching args,4854,0.017902,8346,121,2,1
A,kepano__json-canvas,kepano/obsidian-skills,47444,7358,claude-sonnet-5,anthropic/claude-sonnet-5,canvas-1,invoke,3,true,true,true,false,,called write_file with matching args,4861,0.017902,8346,121,2,1
A,kepano__json-canvas,kepano/obsidian-skills,47444,7358,claude-sonnet-5,anthropic/claude-sonnet-5,canvas-3,use_result,1,true,true,true,false,,used the tool result correctly,4163,0.017818,8554,71,2,1
A,kepano__json-canvas,kepano/obsidian-skills,47444,7358,claude-sonnet-5,anthropic/claude-sonnet-5,canvas-3,use_result,2,true,true,true,false,,used the tool result correctly,4387,0.017808,8554,70,2,1
A,kepano__json-canvas,kepano/obsidian-skills,47444,7358,claude-sonnet-5,anthropic/claude-sonnet-5,canvas-3,use_result,3,true,true,true,false,,used the tool result correctly,4386,0.017638,8554,53,2,1
A,vercel__deploy,vercel-labs/agent-skills,30591,11458,claude-sonnet-5,anthropic/claude-sonnet-5,vercel-2,abstain,1,true,false,false,false,,abstained and answered correctly,2255,0.010902,5201,50,1,1
A,vercel__deploy,vercel-labs/agent-skills,30591,11458,claude-sonnet-5,anthropic/claude-sonnet-5,vercel-2,abstain,2,true,false,false,false,,abstained and answered correctly,2270,0.010892,5201,49,1,1
A,vercel__deploy,vercel-labs/agent-skills,30591,11458,claude-sonnet-5,anthropic/claude-sonnet-5,vercel-2,abstain,3,true,false,false,false,,abstained and answered correctly,2190,0.010912,5201,51,1,1
A,vercel__deploy,vercel-labs/agent-skills,30591,11458,claude-sonnet-5,anthropic/claude-sonnet-5,vercel-3,use_result,1,true,true,true,false,,used the tool result correctly,4349,0.021690,10490,71,2,1
A,vercel__deploy,vercel-labs/agent-skills,30591,11458,claude-sonnet-5,anthropic/claude-sonnet-5,vercel-3,use_result,3,true,true,true,false,,used the tool result correctly,4546,0.021680,10490,70,2,1
A,vercel__deploy,vercel-labs/agent-skills,30591,11458,claude-sonnet-5,anthropic/claude-sonnet-5,vercel-3,use_result,2,true,true,true,false,,used the tool result correctly,4906,0.021690,10490,71,2,1
A,vercel__deploy,vercel-labs/agent-skills,30591,11458,claude-sonnet-5,anthropic/claude-sonnet-5,vercel-1,invoke,1,false,false,true,false,ARGS,"called bash but args did not match: {""command"":""echo '--- git remote ---'; git remote get-url origin 2>/dev/null; echo '--- vercel link status ---'; cat .vercel/project.json 2>/dev/null || cat .ve [re-graded: flat-args parse fix]",11509,0.048250,21690,487,4,1
A,vercel__deploy,vercel-labs/agent-skills,30591,11458,claude-sonnet-5,anthropic/claude-sonnet-5,vercel-1,invoke,2,false,false,true,false,ARGS,"called bash but args did not match: {""command"":""echo '--- git remote ---'; git remote get-url origin 2>/dev/null; echo '--- vercel link ---'; cat .vercel/project.json 2>/dev/null || cat .vercel/re [re-graded: flat-args parse fix]",11782,0.048754,21762,523,4,1
A,vercel__deploy,vercel-labs/agent-skills,30591,11458,claude-sonnet-5,anthropic/claude-sonnet-5,vercel-1,invoke,3,false,false,true,false,ARGS,"called bash but args did not match: {""command"":""echo '--- git remote ---'; git remote get-url origin 2>/dev/null; echo '--- vercel link ---'; cat .vercel/project.json 2>/dev/null || cat .vercel/re [re-graded: flat-args parse fix]",11542,0.048062,21501,506,4,1
A,vercel__cli-tokens,vercel-labs/agent-skills,30591,10100,claude-sonnet-5,anthropic/claude-sonnet-5,tok-2,abstain,1,true,true,true,false,,abstained and answered correctly,1900,0.010200,5035,13,1,1
A,vercel__cli-tokens,vercel-labs/agent-skills,30591,10100,claude-sonnet-5,anthropic/claude-sonnet-5,tok-2,abstain,2,true,true,true,false,,abstained and answered correctly,1958,0.010200,5035,13,1,1
A,vercel__cli-tokens,vercel-labs/agent-skills,30591,10100,claude-sonnet-5,anthropic/claude-sonnet-5,tok-2,abstain,3,true,true,true,false,,abstained and answered correctly,2001,0.010200,5035,13,1,1
A,vercel__cli-tokens,vercel-labs/agent-skills,30591,10100,claude-sonnet-5,anthropic/claude-sonnet-5,tok-3,use_result,1,true,true,true,false,,used the tool result correctly,4250,0.020962,10141,68,2,1
A,vercel__cli-tokens,vercel-labs/agent-skills,30591,10100,claude-sonnet-5,anthropic/claude-sonnet-5,tok-3,use_result,2,true,true,true,false,,used the tool result correctly,4496,0.020702,10141,42,2,1
A,vercel__cli-tokens,vercel-labs/agent-skills,30591,10100,claude-sonnet-5,anthropic/claude-sonnet-5,tok-3,use_result,3,true,true,true,false,,used the tool result correctly,4206,0.021002,10141,72,2,1
A,vercel__cli-tokens,vercel-labs/agent-skills,30591,10100,claude-sonnet-5,anthropic/claude-sonnet-5,tok-1,invoke,1,false,false,true,false,ARGS,"called bash but args did not match: {""command"":""printenv VERCEL_TOKEN; echo '---'; ls -la; cat package.json 2>/dev/null; git remote get-url origin 2>/dev/null; cat .vercel/project.json 2>/dev/null [re-graded: flat-args parse fix]",11360,0.044072,20586,290,4,1
A,vercel__cli-tokens,vercel-labs/agent-skills,30591,10100,claude-sonnet-5,anthropic/claude-sonnet-5,tok-1,invoke,2,false,false,true,false,ARGS,"called bash but args did not match: {""command"":""export VERCEL_TOKEN=\""vca_abc123\"" && vercel whoami""} [re-graded: flat-args parse fix]",12520,0.045500,20875,375,4,1
A,kdense__database-lookup,K-Dense-AI/scientific-agent-skills,36566,25570,claude-sonnet-5,anthropic/claude-sonnet-5,db-2,abstain,1,true,false,false,false,,abstained and answered correctly,2528,0.022464,10982,50,1,1
A,vercel__cli-tokens,vercel-labs/agent-skills,30591,10100,claude-sonnet-5,anthropic/claude-sonnet-5,tok-1,invoke,3,false,false,true,false,ARGS,"called bash but args did not match: {""command"":""printenv VERCEL_TOKEN""} [re-graded: flat-args parse fix]",13689,0.044144,20742,266,4,1
A,kdense__database-lookup,K-Dense-AI/scientific-agent-skills,36566,25570,claude-sonnet-5,anthropic/claude-sonnet-5,db-2,abstain,2,true,false,false,false,,abstained and answered correctly,2378,0.022394,10982,43,1,1
A,kdense__database-lookup,K-Dense-AI/scientific-agent-skills,36566,25570,claude-sonnet-5,anthropic/claude-sonnet-5,db-2,abstain,3,true,false,false,false,,abstained and answered correctly,2431,0.022294,10982,33,1,1
A,kdense__database-lookup,K-Dense-AI/scientific-agent-skills,36566,25570,claude-sonnet-5,anthropic/claude-sonnet-5,db-3,use_result,1,true,true,true,false,,used the tool result correctly,4559,0.044562,22011,54,2,1
A,kdense__database-lookup,K-Dense-AI/scientific-agent-skills,36566,25570,claude-sonnet-5,anthropic/claude-sonnet-5,db-1,invoke,1,false,false,true,false,SELECTION,"called bash,read_file,list_files,bash instead of http_get",12102,0.093494,44372,475,4,1
A,kdense__database-lookup,K-Dense-AI/scientific-agent-skills,36566,25570,claude-sonnet-5,anthropic/claude-sonnet-5,db-3,use_result,2,true,true,true,false,,used the tool result correctly,4523,0.044562,22011,54,2,1
A,kdense__database-lookup,K-Dense-AI/scientific-agent-skills,36566,25570,claude-sonnet-5,anthropic/claude-sonnet-5,db-3,use_result,3,true,true,true,false,,used the tool result correctly,4663,0.044562,22011,54,2,1
A,kdense__biopython,K-Dense-AI/scientific-agent-skills,36566,15118,claude-sonnet-5,anthropic/claude-sonnet-5,bio-2,abstain,1,true,true,true,false,,abstained and answered correctly,2117,0.014500,7160,18,1,1
A,kdense__database-lookup,K-Dense-AI/scientific-agent-skills,36566,25570,claude-sonnet-5,anthropic/claude-sonnet-5,db-1,invoke,2,false,false,true,false,SELECTION,"called bash,read_file,bash,bash instead of http_get",15451,0.098132,44616,890,4,1
A,kdense__database-lookup,K-Dense-AI/scientific-agent-skills,36566,25570,claude-sonnet-5,anthropic/claude-sonnet-5,db-1,invoke,3,false,false,true,false,SELECTION,"called bash,read_file,bash,bash instead of http_get",15094,0.097206,44428,835,4,1
A,kdense__biopython,K-Dense-AI/scientific-agent-skills,36566,15118,claude-sonnet-5,anthropic/claude-sonnet-5,bio-2,abstain,2,true,true,true,false,,abstained and answered correctly,2223,0.014500,7160,18,1,1
A,kdense__biopython,K-Dense-AI/scientific-agent-skills,36566,15118,claude-sonnet-5,anthropic/claude-sonnet-5,bio-2,abstain,3,true,true,true,false,,abstained and answered correctly,2201,0.014500,7160,18,1,1
A,kdense__biopython,K-Dense-AI/scientific-agent-skills,36566,15118,claude-sonnet-5,anthropic/claude-sonnet-5,bio-1,invoke,1,true,true,true,false,,called bash with matching args,9638,0.060910,29240,243,4,1
A,kdense__biopython,K-Dense-AI/scientific-agent-skills,36566,15118,claude-sonnet-5,anthropic/claude-sonnet-5,bio-3,use_result,1,true,true,true,false,,used the tool result correctly,4610,0.029264,14402,46,2,1
A,kdense__biopython,K-Dense-AI/scientific-agent-skills,36566,15118,claude-sonnet-5,anthropic/claude-sonnet-5,bio-3,use_result,2,true,true,true,false,,used the tool result correctly,4406,0.029264,14402,46,2,1
A,kdense__biopython,K-Dense-AI/scientific-agent-skills,36566,15118,claude-sonnet-5,anthropic/claude-sonnet-5,bio-1,invoke,3,false,false,true,false,ARGS,"called bash but args did not match: {""command"":""ls -la sequences.fasta 2>&1; find / -maxdepth 4 -iname 'sequences.fasta' 2>/dev/null""} [re-graded: flat-args parse fix]",9401,0.060854,29252,235,4,1
A,kdense__biopython,K-Dense-AI/scientific-agent-skills,36566,15118,claude-sonnet-5,anthropic/claude-sonnet-5,bio-1,invoke,2,false,false,true,false,ARGS,"called bash but args did not match: {""command"":""ls sequences.fasta 2>/dev/null && echo EXISTS || echo MISSING""} [re-graded: flat-args parse fix]",10064,0.061100,29300,250,4,1
A,kdense__biopython,K-Dense-AI/scientific-agent-skills,36566,15118,claude-sonnet-5,anthropic/claude-sonnet-5,bio-3,use_result,3,true,true,true,false,,used the tool result correctly,4243,0.029264,14402,46,2,1
A,agents365__drawio,Agents365-ai/drawio-skill,8167,41514,claude-sonnet-5,anthropic/claude-sonnet-5,draw-2,abstain,1,true,false,false,false,,abstained and answered correctly,2564,0.035608,17569,47,1,1
A,agents365__drawio,Agents365-ai/drawio-skill,8167,41514,claude-sonnet-5,anthropic/claude-sonnet-5,draw-2,abstain,2,true,false,false,false,,abstained and answered correctly,2403,0.035518,17569,38,1,1
A,agents365__drawio,Agents365-ai/drawio-skill,8167,41514,claude-sonnet-5,anthropic/claude-sonnet-5,draw-3,use_result,1,false,false,false,,BORING,"provider: openrouter 402: {""error"":{""message"":""This request would exceed your available credits given your current in-flight requests. Retry after in-flight requests sett",0,0.000000,0,0,0,1
A,agents365__drawio,Agents365-ai/drawio-skill,8167,41514,claude-sonnet-5,anthropic/claude-sonnet-5,draw-3,use_result,3,false,false,false,,BORING,"provider: openrouter 402: {""error"":{""message"":""This request would exceed your available credits given your current in-flight requests. Retry after in-flight requests sett",0,0.000000,0,0,0,1
A,browseract__amazon-product-detail,browser-act/skills,5514,10070,claude-sonnet-5,anthropic/claude-sonnet-5,amz-1,invoke,1,false,false,false,,BORING,"provider: openrouter 402: {""error"":{""message"":""This request would exceed your available credits given your current in-flight requests. Retry after in-flight requests sett",0,0.000000,0,0,0,1
A,browseract__amazon-product-detail,browser-act/skills,5514,10070,claude-sonnet-5,anthropic/claude-sonnet-5,amz-1,invoke,2,false,false,false,,BORING,"provider: openrouter 402: {""error"":{""message"":""This request would exceed your available credits given your current in-flight requests. Retry after in-flight requests sett",0,0.000000,0,0,0,1
A,browseract__amazon-product-detail,browser-act/skills,5514,10070,claude-sonnet-5,anthropic/claude-sonnet-5,amz-1,invoke,3,false,false,false,,BORING,"provider: openrouter 402: {""error"":{""message"":""This request would exceed your available credits given your current in-flight requests. Retry after in-flight requests sett",0,0.000000,0,0,0,1
A,browseract__amazon-product-detail,browser-act/skills,5514,10070,claude-sonnet-5,anthropic/claude-sonnet-5,amz-2,abstain,1,false,false,false,,BORING,"provider: openrouter 402: {""error"":{""message"":""This request would exceed your available credits given your current in-flight requests. Retry after in-flight requests sett",0,0.000000,0,0,0,1
A,browseract__amazon-product-detail,browser-act/skills,5514,10070,claude-sonnet-5,anthropic/claude-sonnet-5,amz-2,abstain,2,false,false,false,,BORING,"provider: openrouter 402: {""error"":{""message"":""This request would exceed your available credits given your current in-flight requests. Retry after in-flight requests sett",0,0.000000,0,0,0,1
A,browseract__amazon-product-detail,browser-act/skills,5514,10070,claude-sonnet-5,anthropic/claude-sonnet-5,amz-2,abstain,3,false,false,false,,BORING,"provider: openrouter 402: {""error"":{""message"":""This request would exceed your available credits given your current in-flight requests. Retry after in-flight requests sett",0,0.000000,0,0,0,1
A,agents365__drawio,Agents365-ai/drawio-skill,8167,41514,claude-sonnet-5,anthropic/claude-sonnet-5,draw-2,abstain,3,true,false,false,false,,abstained and answered correctly,2431,0.035558,17569,42,1,1
A,browseract__amazon-product-detail,browser-act/skills,5514,10070,claude-sonnet-5,anthropic/claude-sonnet-5,amz-3,use_result,1,false,false,false,,BORING,"provider: openrouter 402: {""error"":{""message"":""This request would exceed your available credits given your current in-flight requests. Retry after in-flight requests sett",0,0.000000,0,0,0,1
A,browseract__amazon-product-detail,browser-act/skills,5514,10070,claude-sonnet-5,anthropic/claude-sonnet-5,amz-3,use_result,3,false,false,false,,BORING,"provider: openrouter 402: {""error"":{""message"":""This request would exceed your available credits given your current in-flight requests. Retry after in-flight requests sett",0,0.000000,0,0,0,1
A,browseract__amazon-product-detail,browser-act/skills,5514,10070,claude-sonnet-5,anthropic/claude-sonnet-5,amz-3,use_result,2,false,false,false,,BORING,"provider: openrouter 402: {""error"":{""message"":""This request would exceed your available credits given your current in-flight requests. Retry after in-flight requests sett",0,0.000000,0,0,0,1
A,addyosmani__browser-devtools,addyosmani/agent-skills,90510,13550,claude-sonnet-5,anthropic/claude-sonnet-5,dt-1,invoke,2,false,false,false,,BORING,"provider: openrouter 402: {""error"":{""message"":""This request would exceed your available credits given your current in-flight requests. Retry after in-flight requests sett",0,0.000000,0,0,0,1
A,addyosmani__browser-devtools,addyosmani/agent-skills,90510,13550,claude-sonnet-5,anthropic/claude-sonnet-5,dt-1,invoke,3,false,false,false,,BORING,"provider: openrouter 402: {""error"":{""message"":""This request would exceed your available credits given your current in-flight requests. Retry after in-flight requests sett",0,0.000000,0,0,0,1
A,addyosmani__browser-devtools,addyosmani/agent-skills,90510,13550,claude-sonnet-5,anthropic/claude-sonnet-5,dt-2,abstain,1,false,false,false,,BORING,"provider: openrouter 402: {""error"":{""message"":""This request would exceed your available credits given your current in-flight requests. Retry after in-flight requests sett",0,0.000000,0,0,0,1
A,addyosmani__browser-devtools,addyosmani/agent-skills,90510,13550,claude-sonnet-5,anthropic/claude-sonnet-5,dt-1,invoke,1,false,false,false,,BORING,"provider: openrouter 402: {""error"":{""message"":""This request would exceed your available credits given your current in-flight requests. Retry after in-flight requests sett",0,0.000000,0,0,0,1
A,agents365__drawio,Agents365-ai/drawio-skill,8167,41514,claude-sonnet-5,anthropic/claude-sonnet-5,draw-1,invoke,2,false,false,false,,BORING,"provider: openrouter 402: {""error"":{""message"":""This request would exceed your available credits given your current in-flight requests. Retry after in-flight requests sett",4569,0.071192,35206,78,0,1
A,addyosmani__browser-devtools,addyosmani/agent-skills,90510,13550,claude-sonnet-5,anthropic/claude-sonnet-5,dt-3,use_result,1,false,false,false,,BORING,"provider: openrouter 402: {""error"":{""message"":""This request would exceed your available credits given your current in-flight requests. Retry after in-flight requests sett",0,0.000000,0,0,0,1
A,addyosmani__browser-devtools,addyosmani/agent-skills,90510,13550,claude-sonnet-5,anthropic/claude-sonnet-5,dt-3,use_result,2,false,false,false,,BORING,"provider: openrouter 402: {""error"":{""message"":""This request would exceed your available credits given your current in-flight requests. Retry after in-flight requests sett",0,0.000000,0,0,0,1
A,addyosmani__browser-devtools,addyosmani/agent-skills,90510,13550,claude-sonnet-5,anthropic/claude-sonnet-5,dt-3,use_result,3,false,false,false,,BORING,"provider: openrouter 402: {""error"":{""message"":""This request would exceed your available credits given your current in-flight requests. Retry after in-flight requests sett",0,0.000000,0,0,0,1
A,tenglin__notebooklm,teng-lin/notebooklm-py,18987,41179,claude-sonnet-5,anthropic/claude-sonnet-5,nb-1,invoke,1,false,false,false,,BORING,"provider: openrouter 402: {""error"":{""message"":""This request would exceed your available credits given your current in-flight requests. Retry after in-flight requests sett",0,0.000000,0,0,0,1
A,tenglin__notebooklm,teng-lin/notebooklm-py,18987,41179,claude-sonnet-5,anthropic/claude-sonnet-5,nb-1,invoke,2,false,false,false,,BORING,"provider: openrouter 402: {""error"":{""message"":""This request would exceed your available credits given your current in-flight requests. Retry after in-flight requests sett",0,0.000000,0,0,0,1
A,addyosmani__browser-devtools,addyosmani/agent-skills,90510,13550,claude-sonnet-5,anthropic/claude-sonnet-5,dt-2,abstain,3,false,false,false,,BORING,"provider: openrouter 402: {""error"":{""message"":""This request would exceed your available credits given your current in-flight requests. Retry after in-flight requests sett",0,0.000000,0,0,0,1
A,tenglin__notebooklm,teng-lin/notebooklm-py,18987,41179,claude-sonnet-5,anthropic/claude-sonnet-5,nb-1,invoke,3,false,false,false,,BORING,"provider: openrouter 402: {""error"":{""message"":""This request would exceed your available credits given your current in-flight requests. Retry after in-flight requests sett",0,0.000000,0,0,0,1
A,tenglin__notebooklm,teng-lin/notebooklm-py,18987,41179,claude-sonnet-5,anthropic/claude-sonnet-5,nb-2,abstain,1,false,false,false,,BORING,"provider: openrouter 402: {""error"":{""message"":""This request would exceed your available credits given your current in-flight requests. Retry after in-flight requests sett",0,0.000000,0,0,0,1
A,tenglin__notebooklm,teng-lin/notebooklm-py,18987,41179,claude-sonnet-5,anthropic/claude-sonnet-5,nb-2,abstain,3,false,false,false,,BORING,"provider: openrouter 402: {""error"":{""message"":""This request would exceed your available credits given your current in-flight requests. Retry after in-flight requests sett",0,0.000000,0,0,0,1
A,tenglin__notebooklm,teng-lin/notebooklm-py,18987,41179,claude-sonnet-5,anthropic/claude-sonnet-5,nb-2,abstain,2,false,false,false,,BORING,"provider: openrouter 402: {""error"":{""message"":""This request would exceed your available credits given your current in-flight requests. Retry after in-flight requests sett",0,0.000000,0,0,0,1
A,tenglin__notebooklm,teng-lin/notebooklm-py,18987,41179,claude-sonnet-5,anthropic/claude-sonnet-5,nb-3,use_result,2,false,false,false,,BORING,"provider: openrouter 402: {""error"":{""message"":""This request would exceed your available credits given your current in-flight requests. Retry after in-flight requests sett",0,0.000000,0,0,0,1
A,tenglin__notebooklm,teng-lin/notebooklm-py,18987,41179,claude-sonnet-5,anthropic/claude-sonnet-5,nb-3,use_result,1,false,false,false,,BORING,"provider: openrouter 402: {""error"":{""message"":""This request would exceed your available credits given your current in-flight requests. Retry after in-flight requests sett",0,0.000000,0,0,0,1
A,tenglin__notebooklm,teng-lin/notebooklm-py,18987,41179,claude-sonnet-5,anthropic/claude-sonnet-5,nb-3,use_result,3,false,false,false,,BORING,"provider: openrouter 402: {""error"":{""message"":""This request would exceed your available credits given your current in-flight requests. Retry after in-flight requests sett",0,0.000000,0,0,0,1
A,agents365__drawio,Agents365-ai/drawio-skill,8167,41514,claude-sonnet-5,anthropic/claude-sonnet-5,draw-1,invoke,3,false,false,false,,BORING,"provider: openrouter 402: {""error"":{""message"":""This request would exceed your available credits given your current in-flight requests. Retry after in-flight requests sett",5401,0.072122,35206,171,0,1
A,addyosmani__browser-devtools,addyosmani/agent-skills,90510,13550,claude-sonnet-5,anthropic/claude-sonnet-5,dt-2,abstain,2,true,false,false,false,,abstained and answered correctly,1870,0.011624,5777,7,1,1
B,anthropic__pdf,anthropics/skills,172282,7512,llama-3.2-1b,meta-llama/llama-3.2-1b-instruct,pdf-1,invoke,2,false,false,false,true,ARGS,named the right command in prose but emitted no callable form,1387,0.000176,4646,254,1,20
B,anthropic__pdf,anthropics/skills,172282,7512,llama-3.2-1b,meta-llama/llama-3.2-1b-instruct,pdf-2,abstain,1,true,false,false,false,,abstained and answered correctly,544,0.000128,4651,14,1,20
B,anthropic__pdf,anthropics/skills,172282,7512,llama-3.2-1b,meta-llama/llama-3.2-1b-instruct,pdf-2,abstain,2,true,false,false,false,,abstained and answered correctly,793,0.000128,4651,14,1,20
A,agents365__drawio,Agents365-ai/drawio-skill,8167,41514,claude-sonnet-5,anthropic/claude-sonnet-5,draw-3,use_result,2,true,true,true,false,,used the tool result correctly,4210,0.071146,35223,70,2,1
B,anthropic__pdf,anthropics/skills,172282,7512,llama-3.2-1b,meta-llama/llama-3.2-1b-instruct,pdf-2,abstain,3,true,false,false,false,,abstained and answered correctly,737,0.000128,4651,14,1,20
B,anthropic__pdf,anthropics/skills,172282,7512,llama-3.2-1b,meta-llama/llama-3.2-1b-instruct,pdf-1,invoke,1,false,false,false,true,ARGS,named the right command in prose but emitted no callable form,2621,0.000173,4646,235,1,20
B,anthropic__pdf,anthropics/skills,172282,7512,llama-3.2-1b,meta-llama/llama-3.2-1b-instruct,pdf-1,invoke,3,false,false,false,true,ARGS,named the right command in prose but emitted no callable form,2295,0.000170,4646,221,1,20
B,anthropic__pdf,anthropics/skills,172282,7512,llama-3.2-1b,meta-llama/llama-3.2-1b-instruct,pdf-3,use_result,1,false,false,false,false,SELECTION,"never invoked a tool, so never saw the data",1409,0.000161,4651,175,1,20
B,anthropic__docx,anthropics/skills,172282,5944,llama-3.2-1b,meta-llama/llama-3.2-1b-instruct,docx-1,invoke,2,false,false,false,false,SELECTION,never invoked a tool,662,0.000124,4340,36,1,20
B,anthropic__pdf,anthropics/skills,172282,7512,llama-3.2-1b,meta-llama/llama-3.2-1b-instruct,pdf-3,use_result,2,false,false,false,false,SELECTION,"never invoked a tool, so never saw the data",1437,0.000161,4651,175,1,20
B,anthropic__docx,anthropics/skills,172282,5944,llama-3.2-1b,meta-llama/llama-3.2-1b-instruct,docx-2,abstain,1,false,false,false,false,REASONING,abstained but answered wrongly: No,524,0.000118,4341,2,1,20
B,anthropic__docx,anthropics/skills,172282,5944,llama-3.2-1b,meta-llama/llama-3.2-1b-instruct,docx-2,abstain,2,false,false,false,false,REASONING,abstained but answered wrongly: No,463,0.000118,4341,2,1,20
B,anthropic__pdf,anthropics/skills,172282,7512,llama-3.2-1b,meta-llama/llama-3.2-1b-instruct,pdf-3,use_result,3,false,false,false,false,SELECTION,"never invoked a tool, so never saw the data",1884,0.000167,4651,208,1,20
B,anthropic__docx,anthropics/skills,172282,5944,llama-3.2-1b,meta-llama/llama-3.2-1b-instruct,docx-2,abstain,3,false,false,false,false,REASONING,abstained but answered wrongly: No,413,0.000118,4341,2,1,20
A,agents365__drawio,Agents365-ai/drawio-skill,8167,41514,claude-sonnet-5,anthropic/claude-sonnet-5,draw-1,invoke,1,false,false,true,false,ARGS,"called bash but args did not match: {""command"":""ls -la architecture.drawio 2>&1; echo '---'; pwd""} [re-graded: flat-args parse fix]",10106,0.144370,70870,263,4,1
B,anthropic__docx,anthropics/skills,172282,5944,llama-3.2-1b,meta-llama/llama-3.2-1b-instruct,docx-3,use_result,1,false,false,true,false,SELECTION,"never invoked a tool, so never saw the data",550,0.000120,4341,14,1,20
B,anthropic__docx,anthropics/skills,172282,5944,llama-3.2-1b,meta-llama/llama-3.2-1b-instruct,docx-3,use_result,2,false,false,true,false,SELECTION,"never invoked a tool, so never saw the data",508,0.000120,4341,14,1,20
B,anthropic__docx,anthropics/skills,172282,5944,llama-3.2-1b,meta-llama/llama-3.2-1b-instruct,docx-3,use_result,3,false,false,true,false,SELECTION,"never invoked a tool, so never saw the data",494,0.000120,4341,14,1,20
B,anthropic__docx,anthropics/skills,172282,5944,llama-3.2-1b,meta-llama/llama-3.2-1b-instruct,docx-1,invoke,1,false,false,false,true,ARGS,named the right command in prose but emitted no callable form,2897,0.000189,4340,358,1,20
B,anthropic__xlsx,anthropics/skills,172282,7503,llama-3.2-1b,meta-llama/llama-3.2-1b-instruct,xlsx-1,invoke,3,false,false,false,false,SELECTION,never invoked a tool,616,0.000135,4708,39,1,20
B,anthropic__xlsx,anthropics/skills,172282,7503,llama-3.2-1b,meta-llama/llama-3.2-1b-instruct,xlsx-2,abstain,1,false,false,false,false,REASONING,abstained but answered wrongly: XLOOKUP,438,0.000128,4714,4,1,20
B,anthropic__xlsx,anthropics/skills,172282,7503,llama-3.2-1b,meta-llama/llama-3.2-1b-instruct,xlsx-1,invoke,1,false,false,false,false,SELECTION,never invoked a tool,850,0.000135,4708,39,1,20
B,anthropic__xlsx,anthropics/skills,172282,7503,llama-3.2-1b,meta-llama/llama-3.2-1b-instruct,xlsx-1,invoke,2,false,false,false,false,SELECTION,never invoked a tool,1107,0.000135,4708,39,1,20
B,anthropic__xlsx,anthropics/skills,172282,7503,llama-3.2-1b,meta-llama/llama-3.2-1b-instruct,xlsx-3,use_result,2,false,false,true,false,SELECTION,"never invoked a tool, so never saw the data",387,0.000129,4703,12,1,20
B,anthropic__xlsx,anthropics/skills,172282,7503,llama-3.2-1b,meta-llama/llama-3.2-1b-instruct,xlsx-2,abstain,2,false,false,false,false,REASONING,abstained but answered wrongly: XLOOKUP,602,0.000128,4714,4,1,20
B,anthropic__xlsx,anthropics/skills,172282,7503,llama-3.2-1b,meta-llama/llama-3.2-1b-instruct,xlsx-2,abstain,3,false,false,false,false,REASONING,abstained but answered wrongly: XLOOKUP,658,0.000128,4714,4,1,20
B,anthropic__xlsx,anthropics/skills,172282,7503,llama-3.2-1b,meta-llama/llama-3.2-1b-instruct,xlsx-3,use_result,1,false,false,true,false,SELECTION,"never invoked a tool, so never saw the data",760,0.000129,4703,12,1,20
B,anthropic__xlsx,anthropics/skills,172282,7503,llama-3.2-1b,meta-llama/llama-3.2-1b-instruct,xlsx-3,use_result,3,false,false,true,false,SELECTION,"never invoked a tool, so never saw the data",493,0.000129,4703,12,1,20
B,anthropic__docx,anthropics/skills,172282,5944,llama-3.2-1b,meta-llama/llama-3.2-1b-instruct,docx-1,invoke,3,false,false,false,true,ARGS,named the right command in prose but emitted no callable form,2995,0.000189,4340,355,1,20
B,anthropic__pptx,anthropics/skills,172282,19820,llama-3.2-1b,meta-llama/llama-3.2-1b-instruct,pptx-2,abstain,3,false,false,false,false,REASONING,abstained but answered wrongly: .pptx,590,0.000214,7910,4,1,20
B,anthropic__pptx,anthropics/skills,172282,19820,llama-3.2-1b,meta-llama/llama-3.2-1b-instruct,pptx-2,abstain,2,false,false,false,false,REASONING,abstained but answered wrongly: .pptx,772,0.000214,7910,4,1,20
